Class,Home State,Virginia County,Home Zip,Home Country,High School Attended,High School  CSZ,zip,long,lat
2020,PA,,17543,,Cedar Crest High School                                     ,"Lebanon, PA 17042-7505                       ",17042, -76.424823,40.294817
2020,CA,,91362,,Westlake High School                                        ,"Westlake Vlg, CA 91362-3802                  ",91362,-118.818684,34.193326
2020,SC,,29302,,Spartanburg Day School                                      ,"Spartanburg, SC 29307-1037                   ",29307, -81.831555,34.982716
2020,NC,,28036,,Cannon School                                               ,"Concord, NC 28027-7575                       ",28027, -80.685957,35.406991
2020,VA,LOUDOUN,20147,,Stone Bridge High School                                    ,"Ashburn, VA 20147                            ",20147, -77.478130,39.041947
2020,MD,,20854,,Landon School                                               ,"Bethesda, MD 20817-3107                      ",20817, -77.151816,38.997272
2020,NY,,10580,,Rye High School                                             ,"Rye, NY 10580-3821                           ",10580, -73.693202,40.979049
2020,VA,ROCKBRIDGE,24579,,Stuart Hall                                                 ,"Staunton, VA 24401-3327                      ",24401, -79.085564,38.134387
2020,NC,,27104,,Mount Tabor High School                                     ,"Winston Salem, NC 27106                      ",27106, -80.323157,36.143910
2020,NC,,28207,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    ",22302, -77.083132,38.827888
2020,OH,,44256,,Highland High School                                        ,"Medina, OH 44256-8619                        ",44256, -81.860559,41.139872
2020,SC,,29585,,Waccamaw High School                                        ,"Pawleys Island, SC 29585-5333                ",29585, -79.135803,33.520097
2020,SC,,29209,,Woodberry Forest School                                     ,"Woodberry For, VA 22989-8002                 ",22989, -78.131074,38.288665
2020,KY,,40383,,Woodford County High School                                 ,"Versailles, KY 40383-1163                    ",40383, -84.739332,38.006622
2020,IL,,61401,,Galesburg High School                                       ,"Galesburg, IL 61401-2432                     ",61401, -90.385824,40.944205
2020,MA,,1460,,F W Parker Essential School                                 ,"Devens, MA 01434                             ",01434, -71.612027,42.538903
2020,VA,HENRY,24078,,Faith Christian School                                      ,"Roanoke, VA 24018                            ",24018, -80.041739,37.213055
2020,SC,,29607,,Christ Church Episcopal School                              ,"Greenville, SC 29607-4241                    ",29607, -82.331714,34.812790
2020,GA,,30152,,Harrison High School                                        ,"Kennesaw, GA 30152-3855                      ",30152, -84.645920,33.989250
2020,VA,VIRGINIA BEACH CITY,23451,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       ",23502, -76.204908,36.860941
2020,OH,,45324,,Beavercreek High School                                     ,"Beavercreek, OH 45434-6416                   ",45434, -84.031824,39.721385
2020,NJ,,7924,,Pingry School                                               ,"Basking Ridge, NJ 07920-2709                 ",07920, -74.564115,40.678994
2020,CA,,92069,,Concord Academy                                             ,"Concord, MA 01742-2445                       ",01742, -71.364496,42.462911
2020,,,,CHINA,                                                            ,                                             ,,,
2020,NJ,,7930,,Pingry School                                               ,"Basking Ridge, NJ 07920-2709                 ",07920, -74.564115,40.678994
2019,FL,,33444,,Taravella J P High School                                   ,"Coral Springs, FL 33071-7900                 ",33071, -80.265312,26.244602
2019,,,,MOROCCO,Rabat American School                                       ,                                             ,,,
2019,VA,CHESTERFIELD,23838,,Manchester High School                                      ,"Midlothian, VA 23112-1805                    ",23112, -77.662862,37.433405
2019,MD,,21286,,Notre Dame Preparatory School                               ,"Towson, MD 21286-1411                        ",21286, -76.573235,39.411836
2019,MA,,1810,,Phillips Academy                                            ,"Andover, MA 01810-4166                       ",01810, -71.161751,42.648044
2019,KY,,40390,,West Jessamine High School                                  ,"Nicholasville, KY 40356-8917                 ",40356, -84.563367,37.874952
2019,VA,ALEXANDRIA CITY,20189,,International School Manila                                 ,                                             ,,,
2019,SC,,29045,,Spring Valley High School                                   ,"Columbia, SC 29229-4337                      ",29229, -80.888209,34.139526
2019,GA,,30115,,Holy Spirit Preparatory School                              ,"Atlanta, GA 30327-3623                       ",30327, -84.417300,33.869694
2019,,,,PAKISTAN,Beaconhouse Margalla Campus                                 ,                                             ,,,
2019,CT,,6073,,Glastonbury High School                                     ,"Glastonbury, CT 06033-3047                   ",06033, -72.538932,41.707463
2019,MO,,63130,,Maplewood-Richmond Heights High S                           ,"Maplewood, MO 63143-2913                     ",63143, -90.321432,38.611729
2019,FL,,32952,,West Broward High School                                    ,"Pembroke Pnes, FL 33029-2105                 ",33029, -80.420075,25.974621
2019,,,,PORTUGAL,                                                            ,                                             ,,,
2019,SC,,29681,,Cedarburg High School                                       ,"Cedarburg, WI 53012-1847                     ",53012, -88.034639,43.314732
2019,PA,,19425,,Downingtown High School East Camp                           ,"Exton, PA 19341-1783                         ",19341, -75.640626,40.039941
2019,TX,,79936,,Williston Northampton School                                ,"Easthampton, MA 01027-2286                   ",01027, -72.751877,42.295008
2019,VA,GOOCHLAND,23238,,Collegiate School                                           ,"Richmond, VA 23229-7709                      ",23229, -77.574165,37.586772
2019,CT,,6897,,St Luke's School                                            ,"New Canaan, CT 06840-2317                    ",06840, -73.500124,41.160393
2019,NJ,,7871,,Peddie School                                               ,"Hightstown, NJ 08520-3352                    ",08520, -74.530078,40.255265
2019,CT,,6831,,Brunswick School                                            ,"Greenwich, CT 06830-5618                     ",06830, -73.624339,41.037605
2019,CT,,6880,,Staples High School                                         ,"Westport, CT 06880-2720                      ",06880, -73.348699,41.133275
2019,MA,,1760,,Natick High School                                          ,"Natick, MA 01760-4345                        ",01760, -71.348811,42.284822
2019,VA,FAIRFAX COUNTY,22102,,Landon School                                               ,"Bethesda, MD 20817-3107                      ",20817, -77.151816,38.997272
2019,NJ,,7090,,Morristown-Beard School                                     ,"Morristown, NJ 07960-4523                    ",07960, -74.500025,40.784201
2019,OH,,45891,,Van Wert High School                                        ,"Van Wert, OH 45891-9243                      ",45891, -84.574267,40.874541
2019,TX,,76110,,Fort Worth Country Day School                               ,"Fort Worth, TX 76109-4201                    ",76109, -97.386965,32.700650
2019,TX,,78703,,Saint Stephen's Episcopal School                            ,"Austin, TX 78746-1716                        ",78746, -97.809578,30.296865
2019,,,,SOUTH AFRICA,                                                            ,                                             ,,,
2019,TX,,77024,,Strake Jesuit College Preparatory                           ,"Houston, TX 77036-4610                       ",77036, -95.534537,29.701847
2019,TX,,75225,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        ",75205, -96.795514,32.835893
2019,NC,,28207,,Groton School                                               ,"Groton, MA 01450-0991                        ",01450, -71.565269,42.611760
2019,CT,,6853,,Brunswick School                                            ,"Greenwich, CT 06830-5618                     ",06830, -73.624339,41.037605
2019,NJ,,7423,,Bergen Catholic High School                                 ,"Oradell, NJ 07649-1954                       ",07649, -74.032858,40.956651
2019,LA,,71106,,McCallie School                                             ,"Chattanooga, TN 37404-3949                   ",37404, -85.273662,35.027912
2019,SC,,29601,,Saint Josephs Catholic School                               ,"Greenville, SC 29607-3795                    ",29607, -82.331714,34.812790
2019,SC,,29206,,A C Flora High School                                       ,"Forest Acres, SC 29204                       ",29204, -81.002526,34.029148
2019,CO,,80129,,Park City High School                                       ,"Park City, UT 84060-7302                     ",84060,-111.501928,40.652346
2019,GA,,30360,,Lovett School                                               ,"Atlanta, GA 30327-3009                       ",30327, -84.417300,33.869694
2019,MA,,2481,,Wellesley High School                                       ,"Wellesley, MA 02481-6007                     ",02481, -71.275531,42.311927
2019,NC,,27616,,Wake Forest High School                                     ,"Wake Forest, NC 27587-2520                   ",27587, -78.554351,35.986719
2019,CA,,91108,,                                                            ,                                             ,,,
2019,TX,,75229,,Parish Episcopal School                                     ,"Dallas, TX 75244-4439                        ",75244, -96.836334,32.925367
2019,TX,,75230,,Episcopal School Of Dallas                                  ,"Dallas, TX 75229-6217                        ",75229, -96.864339,32.893295
2019,VA,ROANOKE CITY,24014,,Patrick Henry High School                                   ,"Roanoke, VA 24015-3528                       ",24015, -79.981330,37.256760
2019,NY,,10504,,Iona Preparatory School                                     ,"New Rochelle, NY 10804-1225                  ",10804, -73.788051,40.946841
2019,NJ,,7931,,Brooks School                                               ,"North Andover, MA 01845-1206                 ",01845, -71.091334,42.673909
2019,NY,,11545,,Chaminade High School                                       ,"Mineola, NY 11501-2448                       ",11501, -73.638905,40.746286
2019,VA,YORK,23692,,York High School                                            ,"Yorktown, VA 23692-4069                      ",23692, -76.463582,37.192438
2019,VA,LYNCHBURG CITY,24503,,Holy Cross Regional School                                  ,"Lynchburg, VA 24501-1423                     ",24501, -79.141286,37.359733
2019,VA,CHESTERFIELD,23113,,                                                            ,                                             ,,,
2019,NY,,11030,,Chaminade High School                                       ,"Mineola, NY 11501-2448                       ",11501, -73.638905,40.746286
2019,VA,VIRGINIA BEACH CITY,23451,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       ",23502, -76.204908,36.860941
2019,CO,,81224,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        ",75205, -96.795514,32.835893
2019,CT,,6489,,Southington High School                                     ,"Southington, CT 06489-2713                   ",06489, -72.869926,41.614169
2019,VA,ROANOKE CITY,24012,,Albert Einstein High School                                 ,"Kensington, MD 20895-1648                    ",20895, -77.077609,39.027040
2019,SC,,29464,,Porter-Gaud School                                          ,"Charleston, SC 29407-7524                    ",29407, -79.997803,32.798930
2019,GA,,30004,,Cambridge High School                                       ,"Milton, GA 30004-3411                        ",30004, -84.291894,34.145614
2019,CA,,94963,,Marin Catholic High School                                  ,"Kentfield, CA 94904-1639                     ",94904,-122.560120,37.945512
2019,PA,,19087,,Agnes Irwin School                                          ,"Bryn Mawr, PA 19010-1044                     ",19010, -75.329727,40.023624
2019,VA,VIRGINIA BEACH CITY,23454,,Cape Henry Collegiate School                                ,"Virginia Bch, VA 23454-2306                  ",23454, -76.030835,36.818062
2019,NC,,28211,,Providence Day School                                       ,"Charlotte, NC 28270-5366                     ",28270, -80.764415,35.112079
2019,VA,ALBEMARLE,22901,,Saint Anne's-Belfield                                       ,"Charlottesvle, VA 22903-1716                 ",22903, -78.595060,38.006972
2019,NC,,28117,,Lake Norman High School                                     ,"Mooresville, NC 28117-9087                   ",28117, -80.898335,35.565695
2019,IL,,62864,,Dowling Catholic High School                                ,"Wdm, IA 50265-1626                           ",50265, -93.744782,41.553084
2019,GA,,30082,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       ",30327, -84.417300,33.869694
2019,OR,,97527,,Westmoreland High School                                    ,"Westmoreland, TN 37186-2008                  ",37186, -86.221711,36.596738
2019,FL,,32081,,Allen D Nease High School                                   ,"Ponte Vedra, FL 32081-8800                   ",32081, -81.407840,30.131197
2019,FL,,33606,,Berkeley Preparatory School                                 ,"Tampa, FL 33615-5020                         ",33615, -82.580284,28.005103
2019,CA,,94403,,Saint Ignatius College Preparator                           ,"San Francisco, CA 94116-1165                 ",94116,-122.486065,37.745399
2019,KY,,40475,,Model Laboratory School                                     ,"Richmond, KY 40475                           ",40475, -84.312523,37.761600
2019,TX,,77584,,Glenda Dawson High School                                   ,"Pearland, TX 77581-8978                      ",77581, -95.279739,29.561554
2019,IN,,46260,,Glenwood Senior High School                                 ,"Chatham, IL 62629-8083                       ",62629, -89.716922,39.677477
2019,VA,FAIRFAX COUNTY,20151,,Iowa City West High School                                  ,"Iowa City, IA 52246-3606                     ",52246, -91.570407,41.652313
2019,SC,,29666,,Myers Park High School                                      ,"Charlotte, NC 28209-1716                     ",28209, -80.853985,35.178714
2019,,,,VIETNAM,                                                            ,                                             ,,,
2019,MA,,1473,,Oakmont Regional High School                                ,"Ashburnham, MA 01430-1670                    ",01430, -71.923442,42.657005
2019,AL,,36608,,Saint Pauls Episcopal School                                ,"Mobile, AL 36608-1301                        ",36608, -88.300213,30.681503
2019,OH,,43082,,Columbus Academy                                            ,"Gahanna, OH 43230-1724                       ",43230, -82.870875,40.035763
2019,IL,,61832,,                                                            ,                                             ,,,
2019,WV,,25312,,Capital High School                                         ,"Charleston, WV 25311-1007                    ",25311, -81.557035,38.366863
2019,VA,FAIRFAX COUNTY,22315,,Flint Hill School                                           ,"Oakton, VA 22124-2405                        ",22124, -77.331607,38.895480
2019,VA,SALEM CITY,24153,,Salem High School                                           ,"Salem, VA 24153-3202                         ",24153, -80.114325,37.302506
2019,NJ,,8515,,Northern Burlington County Region                           ,"Columbus, NJ 08022-2113                      ",08022, -74.705741,40.067590
2019,OH,,45069,,Saint Ursula Academy                                        ,"Cincinnati, OH 45206-2164                    ",45206, -84.484393,39.127337
2019,NJ,,7021,,Montclair Kimberley Academy                                 ,"Montclair, NJ 07042-2335                     ",07042, -74.219011,40.813487
2019,NJ,,8540,,Lawrenceville School                                        ,"Lawrenceville, NJ 08648-1600                 ",08648, -74.717976,40.284308
2019,GA,,30097,,Chattahoochee High School                                   ,"Alpharetta, GA 30022-6015                    ",30022, -84.239745,34.029865
2019,,,,MEXICO,Woodberry Forest School                                     ,"Woodberry For, VA 22989-8002                 ",22989, -78.131074,38.288665
2019,NC,,28409,,John T Hoggard High School                                  ,"Wilmington, NC 28403-6160                    ",28403, -77.880633,34.221692
2019,VA,LYNCHBURG CITY,24503,,Virginia Episcopal School                                   ,"Lynchburg, VA 24503-1146                     ",24503, -79.249736,37.454015
2019,VA,FAIRFAX COUNTY,20194,,Saint Stephen's And Saint Agnes S                           ,"Alexandria, VA 22304-1727                    ",22304, -77.112139,38.813169
2019,TN,,37160,,Holy Innocents Episcopal Sch                                ,"Atlanta, GA 30327-4338                       ",30327, -84.417300,33.869694
2019,TN,,37090,,Lebanon High School                                         ,"Lebanon, TN 37087-8321                       ",37087, -86.269244,36.263852
2019,NY,,10028,,Fordham Preparatory School                                  ,"Bronx, NY 10458-5149                         ",10458, -73.888143,40.862543
2019,NC,,28327,,Union Pines High School                                     ,"Cameron, NC 28326-7957                       ",28326, -79.154689,35.269047
2019,MI,,48036,,International Academy Of Macomb                             ,"Clinton Twp, MI 48038-1790                   ",48038, -82.937475,42.606146
2019,TX,,75205,,Greenwich High School                                       ,"Greenwich, CT 06830-4835                     ",06830, -73.624339,41.037605
2019,SC,,29072,,Sc Assoc Of Indp Home Schs                                  ,"Cayce, SC 29033                              ",29033, -81.057488,33.956189
2019,TN,,37221,,Harpeth Hall School                                         ,"Nashville, TN 37215-2216                     ",37215, -86.834691,36.081868
2019,MS,,38680,,Southaven High School                                       ,"Southaven, MS 38671-3936                     ",38671, -89.998152,34.966282
2019,NJ,,7924,,Pingry School                                               ,"Basking Ridge, NJ 07920-2709                 ",07920, -74.564115,40.678994
2019,NY,,10708,,Bronxville High School                                      ,"Bronxville, NY 10708-4829                    ",10708, -73.829922,40.938267
2019,TX,,75234,,The Hockaday School                                         ,"Dallas, TX 75229-2913                        ",75229, -96.864339,32.893295
2019,MD,,21210,,Garrison Forest School                                      ,"Owings Mills, MD 21117-4007                  ",21117, -76.777976,39.427563
2019,TN,,38401,,Columbia Central High School                                ,"Columbia, TN 38401-4605                      ",38401, -87.021526,35.629164
2019,PA,,19067,,Holy Ghost Preparatory School                               ,"Bensalem, PA 19020-5245                      ",19020, -74.938934,40.100591
2019,NJ,,8510,,Notre Dame High School                                      ,"Lawrenceville, NJ 08648-4207                 ",08648, -74.717976,40.284308
2019,IL,,60056,,Prospect High School                                        ,"Mt Prospect, IL 60056-1112                   ",60056, -87.934719,42.067166
2019,CA,,95959,,Nevada Union High School                                    ,"Grass Valley, CA 95945-5025                  ",95945,-120.972289,39.196387
2019,VA,SUFFOLK CITY,23436,,Nansemond-Suffolk Academy                                   ,"Suffolk, VA 23434-7206                       ",23434, -76.592105,36.703003
2019,MA,,1950,,Saint Johns Preparatory School                              ,"Danvers, MA 01923-1545                       ",01923, -70.950516,42.574174
2019,MD,,21117,,Garrison Forest School                                      ,"Owings Mills, MD 21117-4007                  ",21117, -76.777976,39.427563
2019,NY,,14223,,Nichols School                                              ,"Buffalo, NY 14216-3602                       ",14216, -78.861119,42.949615
2019,TN,,37814,,Morristown-Hamblen High School We                           ,"Morristown, TN 37813-5459                    ",37813, -83.257024,36.175136
2019,GA,,30067,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       ",30327, -84.417300,33.869694
2019,CA,,93619,,Floyd B Buchanan High School                                ,"Clovis, CA 93619-7600                        ",93619,-119.593481,36.917573
2019,NC,,27502,,Grace Christian School                                      ,"Raleigh, NC 27606-3324                       ",27606, -78.715478,35.742323
2019,CT,,6824,,Wilton High School                                          ,"Wilton, CT 06897-2006                        ",06897, -73.440974,41.211277
2019,NY,,10128,,Convent Of The Sacred Heart                                 ,"New York, NY 10128-0630                      ",10128, -73.950013,40.781432
2019,HI,,96740,,Stratton Mountain School                                    ,"S Londonderry, VT 05155-9252                 ",05155, -72.914343,43.091967
2019,OH,,43082,,Westerville North High School                               ,"Westerville, OH 43081-1000                   ",43081, -82.890646,40.110443
2019,NY,,10507,,Westminster School                                          ,"Simsbury, CT 06070-1812                      ",06070, -72.809376,41.875857
2019,TX,,77005,,Saint John's School                                         ,"Houston, TX 77019-5811                       ",77019, -95.409498,29.754150
2019,NC,,28207,,Woodberry Forest School                                     ,"Woodberry For, VA 22989-8002                 ",22989, -78.131074,38.288665
2019,IL,,60091,,New Trier Township High School                              ,"Winnetka, IL 60093-4238                      ",60093, -87.756292,42.106708
2019,CA,,90275,,Cate School                                                 ,"Carpinteria, CA 93013-3105                   ",93013,-119.514092,34.441370
2019,VA,HENRICO,23229,,Douglas S Freeman High School                               ,"Henrico, VA 23229                            ",23229, -77.574165,37.586772
2019,CT,,6854,,Brien McMahon High School                                   ,"Norwalk, CT 06854-4029                       ",06854, -73.426615,41.083910
2019,NY,,10580,,Rye High School                                             ,"Rye, NY 10580-3821                           ",10580, -73.693202,40.979049
2019,PA,,19067,,Pennsbury High School: East Campu                           ,"Fairless Hls, PA 19030-3115                  ",19030, -74.837263,40.180468
2019,IN,,46307,,The Culver Academies                                        ,"Culver, IN 46511-1234                        ",46511, -86.426977,41.219420
2019,AR,,72712,,Haas Hall Academy                                           ,"Fayetteville, AR 72703-3500                  ",72703, -94.043243,36.118332
2019,VA,VIRGINIA BEACH CITY,23451,,Princess Anne High School                                   ,"Virginia Bch, VA 23462-3107                  ",23462, -76.150514,36.837313
2019,TX,,77382,,John Cooper School the                                      ,"The Woodlands, TX 77381-4427                 ",77381, -95.500960,30.178248
2019,FL,,32210,,Episcopal School Of Jacksonville                            ,"Jacksonville, FL 32207-2121                  ",32207, -81.640966,30.289637
2019,GA,,30305,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       ",30327, -84.417300,33.869694
2019,VA,LOUDOUN,20147,,Broad Run High School                                       ,"Ashburn, VA 20147-4710                       ",20147, -77.478130,39.041947
2019,VA,VIRGINIA BEACH CITY,23452,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       ",23502, -76.204908,36.860941
2019,MD,,20736,,Northern High School                                        ,"Owings, MD 20736-9665                        ",20736, -76.627765,38.689075
2019,NJ,,7746,,Colts Neck High School                                      ,"Colts Neck, NJ 07722-1781                    ",07722, -74.168903,40.280968
2019,NY,,10065,,Riverdale Country School                                    ,"Bronx, NY 10471-2935                         ",10471, -73.903328,40.898868
2019,TN,,37069,,Ensworth High School                                        ,"Nashville, TN 37221-3601                     ",37221, -86.968798,36.051294
2019,VA,FAIRFAX COUNTY,22015,,Saint Stephen's And Saint Agnes S                           ,"Alexandria, VA 22304-1727                    ",22304, -77.112139,38.813169
2019,FL,,33455,,South Fork High School                                      ,"Stuart, FL 34997-2799                        ",34997, -80.270195,27.055637
2019,MO,,63017,,Saint Joseph Academy                                        ,"Saint Louis, MO 63131-3505                   ",63131, -90.444197,38.617391
2019,OH,,45242,,Cincinnati Country Day School                               ,"Cincinnati, OH 45243-2839                    ",45243, -84.336021,39.188557
2019,TX,,78659,,Bastrop High School                                         ,"Bastrop, TX 78602-2616                       ",78602, -97.327710,30.123820
2019,NC,,28226,,Charlotte Catholic High School                              ,"Charlotte, NC 28226-3934                     ",28226, -80.822129,35.102697
2019,MA,,2090,,Westwood High School                                        ,"Westwood, MA 02090-3608                      ",02090, -71.216769,42.219645
2019,OH,,45243,,Cincinnati Country Day School                               ,"Cincinnati, OH 45243-2839                    ",45243, -84.336021,39.188557
2019,GA,,30319,,Marist School                                               ,"Atlanta, GA 30319-5104                       ",30319, -84.334763,33.875954
2019,NC,,27613,,Millbrook High School                                       ,"Raleigh, NC 27615-7536                       ",27615, -78.635485,35.898500
2019,LA,,70433,,Saint Pauls School the                                      ,"Covington, LA 70433-3724                     ",70433, -90.156313,30.458752
2019,TX,,75205,,Episcopal School Of Dallas                                  ,"Dallas, TX 75229-6217                        ",75229, -96.864339,32.893295
2019,IL,,60045,,Lake Forest High School                                     ,"Lake Forest, IL 60045-1371                   ",60045, -87.864777,42.235997
2019,CA,,91377,,Westlake High School                                        ,"Westlake Vlg, CA 91362-3802                  ",91362,-118.818684,34.193326
2019,NY,,10708,,Bronxville High School                                      ,"Bronxville, NY 10708-4829                    ",10708, -73.829922,40.938267
2019,CT,,6807,,Greenwich High School                                       ,"Greenwich, CT 06830-4835                     ",06830, -73.624339,41.037605
2019,MI,,48038,,Chippewa Valley High School                                 ,"Clinton Twp, MI 48038-1204                   ",48038, -82.937475,42.606146
2019,PA,,16505,,Mercyhurst Preparatory School                               ,"Erie, PA 16504-2606                          ",16504, -80.049033,42.109077
2019,VA,ORANGE,22972,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    ",22302, -77.083132,38.827888
2019,MO,,63122,,Visitation Academy                                          ,"Saint Louis, MO 63131-2316                   ",63131, -90.444197,38.617391
2019,MA,,2467,,Buckingham Browne And Nichols Sch                           ,"Cambridge, MA 02138-5504                     ",02138, -71.135152,42.379637
2019,MD,,21046,,Mount Saint Joseph High School                              ,"Baltimore, MD 21229-4102                     ",21229, -76.691404,39.284242
2019,WV,,25314,,George Washington High School                               ,"Charleston, WV 25314-2342                    ",25314, -81.640254,38.308083
2019,NJ,,7090,,Westfield High School                                       ,"Westfield, NJ 07090-3302                     ",07090, -74.343447,40.651644
2019,CA,,92082,,Valley Center High School                                   ,"Valley Center, CA 92082-3867                 ",92082,-117.003366,33.253548
2019,GA,,30534,,Greater Atlanta Christian Sch                               ,"Norcross, GA 30093-2614                      ",30093, -84.177349,33.908536
2019,PA,,19002,,Germantown Academy                                          ,"Ft Washington, PA 19034-2004                 ",19034, -75.204847,40.134266
2019,SC,,29206,,A C Flora High School                                       ,"Forest Acres, SC 29204                       ",29204, -81.002526,34.029148
2019,FL,,33647,,Wharton High School                                         ,"Tampa, FL 33647-2482                         ",33647, -82.354093,28.126958
2019,NJ,,7661,,River Dell Regional Hs                                      ,"Oradell, NJ 07649-2512                       ",07649, -74.032858,40.956651
2019,MA,,1564,,Gould Academy                                               ,"Bethel, ME 04217-0860                        ",04217, -70.815239,44.380100
2019,NY,,11725,,Saint Anthonys High School                                  ,"Huntingtn Sta, NY 11747-1363                 ",11747, -73.407396,40.788403
2019,TX,,75205,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        ",75205, -96.795514,32.835893
2019,GA,,31522,,Frederica Academy                                           ,"St Simons Is, GA 31522-1634                  ",31522, -81.342026,31.257252
2019,SC,,29209,,Heathwood Hall Episcopal Sch                                ,"Columbia, SC 29201-5130                      ",29201, -81.028098,33.982484
2019,NJ,,7901,,Summit High School                                          ,"Summit, NJ 07901-4704                        ",07901, -74.366372,40.714923
2019,TX,,77070,,Tomball Memorial High School                                ,"Tomball, TX 77377-5889                       ",77377, -95.681504,30.061727
2019,GA,,30126,,Whitefield Academy                                          ,"Mableton, GA 30126-5236                      ",30126, -84.553831,33.815025
2019,OH,,44718,,Jackson High School                                         ,"Massillon, OH 44646-9393                     ",44646, -81.497182,40.814381
2019,CO,,80234,,Academy Of Charter Schools                                  ,"Westminster, CO 80031-5097                   ",80031,-105.038659,39.873832
2019,TX,,75703,,Missouri Academy (MASMC)                                    ,"Maryville, MO 64468-6015                     ",64468, -94.881028,40.343552
2019,TN,,37922,,Knoxville Catholic High School                              ,"Knoxville, TN 37923-2809                     ",37923, -84.079528,35.926395
2019,NC,,27612,,Needham B Broughton High Sch                                ,"Raleigh, NC 27605-1424                       ",27605, -78.654594,35.790609
2019,GA,,30052,,                                                            ,                                             ,,,
2019,NY,,10533,,Irvington High School                                       ,"Irvington, NY 10533-1317                     ",10533, -73.854864,41.036927
2019,NY,,11739,,Saint Anthonys High School                                  ,"Huntingtn Sta, NY 11747-1363                 ",11747, -73.407396,40.788403
2019,NC,,28207,,Charlotte Country Day School                                ,"Charlotte, NC 28226-5012                     ",28226, -80.822129,35.102697
2019,NC,,27350,,Southwestern Randolph High Sch                              ,"Asheboro, NC 27205-1791                      ",27205, -79.850866,35.638259
2019,,,,UNITED KINGDOM,                                                            ,                                             ,,,
2019,NC,,28075,,Cannon School                                               ,"Concord, NC 28027-7575                       ",28027, -80.685957,35.406991
2019,SC,,29206,,A C Flora High School                                       ,"Forest Acres, SC 29204                       ",29204, -81.002526,34.029148
2019,AR,,72207,,Episcopal Collegiate School                                 ,"Little Rock, AR 72201-1111                   ",72201, -92.280049,34.746905
2019,CA,,91377,,Oak Park High School                                        ,"Oak Park, CA 91377-3904                      ",91377,-118.766918,34.184975
2019,TX,,75248,,The Hockaday School                                         ,"Dallas, TX 75229-2913                        ",75229, -96.864339,32.893295
2019,,,,BANGLADESH,Home School Clearinghouse (Intern                           ,"New York, NY 10023                           ",10023, -73.982607,40.775921
2019,WV,,25015,,Charleston Catholic High Sch                                ,"Charleston, WV 25301-2831                    ",25301, -81.630359,38.350719
2019,WI,,53024,,Divine Savior-Holy Angels H S                               ,"Milwaukee, WI 53222-1313                     ",53222, -88.036041,43.083208
2019,VA,GLOUCESTER,23061,,Gloucester High School                                      ,"Gloucester, VA 23061-4410                    ",23061, -76.537584,37.427731
2019,VA,PRINCE GEORGE,23842,,Walsingham Academy                                          ,"Williamsburg, VA 23185-3316                  ",23185, -76.718509,37.228498
2019,WI,,54180,,Wrightstown High School                                     ,"Wrightstown, WI 54180-1134                   ",54180, -88.175795,44.325728
2019,VA,HENRICO,23233,,Mills E Godwin High School                                  ,"Henrico, VA 23238-3505                       ",23238, -77.647606,37.595612
2019,TX,,75214,,"Bishop Lynch High School, Incorpo                           ","Dallas, TX 75228-3818                        ",75228, -96.679438,32.824924
2019,PA,,19087,,Conestoga High School                                       ,"Berwyn, PA 19312-1260                        ",19312, -75.454948,40.031291
2019,CT,,6897,,Wilton High School                                          ,"Wilton, CT 06897-2006                        ",06897, -73.440974,41.211277
2019,NY,,12549,,Emma Willard School                                         ,"Troy, NY 12180-5238                          ",12180, -73.599536,42.748588
2019,NC,,27526,,North Raleigh Christian Acad                                ,"Raleigh, NC 27616-6440                       ",27616, -78.541216,35.866734
2019,TX,,78108,,Samuel Clemens High School                                  ,"Schertz, TX 78154-2032                       ",78154, -98.262598,29.547159
2019,VA,HENRICO,23059,,Mills E Godwin High School                                  ,"Henrico, VA 23238-3505                       ",23238, -77.647606,37.595612
2019,NY,,11704,,Saint Anthonys High School                                  ,"Huntingtn Sta, NY 11747-1363                 ",11747, -73.407396,40.788403
2019,TX,,75209,,Episcopal School Of Dallas                                  ,"Dallas, TX 75229-6217                        ",75229, -96.864339,32.893295
2019,CA,,91030,,Los Angeles County High School fo                           ,"Los Angeles, CA 90032-4226                   ",90032,-118.185501,34.078195
2019,AL,,35213,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  ",35223, -86.734834,33.488141
2019,VA,FAIRFAX COUNTY,22102,,Holton Arms School                                          ,"Bethesda, MD 20817-4640                      ",20817, -77.151816,38.997272
2019,GA,,30305,,North Atlanta High School                                   ,"Atlanta, GA 30327-3015                       ",30327, -84.417300,33.869694
2019,OH,,44011,,Avon High School                                            ,"Avon, OH 44011-2133                          ",44011, -82.005109,41.445100
2019,,,,JAPAN,                                                            ,                                             ,,,
