Class,Home State,Virginia County,Home Zip,Home Country,High School Attended                                        ,High School  CSZ                             
2019,LA,,71106,,McCallie School                                             ,"Chattanooga, TN 37404-3949                   "
2019,SC,,29601,,Saint Josephs Catholic School                               ,"Greenville, SC 29607-3795                    "
2019,SC,,29206,,A C Flora High School                                       ,"Forest Acres, SC 29204                       "
2019,CO,,80129,,Park City High School                                       ,"Park City, UT 84060-7302                     "
2019,GA,,30360,,Lovett School                                               ,"Atlanta, GA 30327-3009                       "
2019,MA,,2481,,Wellesley High School                                       ,"Wellesley, MA 02481-6007                     "
2019,NC,,27616,,Wake Forest High School                                     ,"Wake Forest, NC 27587-2520                   "
2019,CA,,91108,,                                                            ,                                             
2019,TX,,75229,,Parish Episcopal School                                     ,"Dallas, TX 75244-4439                        "
2019,TX,,75230,,Episcopal School Of Dallas                                  ,"Dallas, TX 75229-6217                        "
2019,VA,ROANOKE CITY,24014,,Patrick Henry High School                                   ,"Roanoke, VA 24015-3528                       "
2019,NY,,10504,,Iona Preparatory School                                     ,"New Rochelle, NY 10804-1225                  "
2019,NJ,,7931,,Brooks School                                               ,"North Andover, MA 01845-1206                 "
2019,NY,,11545,,Chaminade High School                                       ,"Mineola, NY 11501-2448                       "
2019,VA,YORK,23692,,York High School                                            ,"Yorktown, VA 23692-4069                      "
2019,VA,LYNCHBURG CITY,24503,,Holy Cross Regional School                                  ,"Lynchburg, VA 24501-1423                     "
2019,VA,CHESTERFIELD,23113,,                                                            ,                                             
2019,NY,,11030,,Chaminade High School                                       ,"Mineola, NY 11501-2448                       "
2019,VA,VIRGINIA BEACH CITY,23451,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       "
2019,CO,,81224,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        "
2019,CT,,6489,,Southington High School                                     ,"Southington, CT 06489-2713                   "
2019,VA,ROANOKE CITY,24012,,Albert Einstein High School                                 ,"Kensington, MD 20895-1648                    "
2019,SC,,29464,,Porter-Gaud School                                          ,"Charleston, SC 29407-7524                    "
2019,GA,,30004,,Cambridge High School                                       ,"Milton, GA 30004-3411                        "
2019,CA,,94963,,Marin Catholic High School                                  ,"Kentfield, CA 94904-1639                     "
2019,PA,,19087,,Agnes Irwin School                                          ,"Bryn Mawr, PA 19010-1044                     "
2019,VA,VIRGINIA BEACH CITY,23454,,Cape Henry Collegiate School                                ,"Virginia Bch, VA 23454-2306                  "
2019,NC,,28211,,Providence Day School                                       ,"Charlotte, NC 28270-5366                     "
2019,VA,ALBEMARLE,22901,,Saint Anne's-Belfield                                       ,"Charlottesvle, VA 22903-1716                 "
2019,NC,,28117,,Lake Norman High School                                     ,"Mooresville, NC 28117-9087                   "
2019,IL,,62864,,Dowling Catholic High School                                ,"Wdm, IA 50265-1626                           "
2019,GA,,30082,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       "
2019,OR,,97527,,Westmoreland High School                                    ,"Westmoreland, TN 37186-2008                  "
2019,FL,,32081,,Allen D Nease High School                                   ,"Ponte Vedra, FL 32081-8800                   "
2019,FL,,33606,,Berkeley Preparatory School                                 ,"Tampa, FL 33615-5020                         "
2019,CA,,94403,,Saint Ignatius College Preparator                           ,"San Francisco, CA 94116-1165                 "
2019,KY,,40475,,Model Laboratory School                                     ,"Richmond, KY 40475                           "
2019,TX,,77584,,Glenda Dawson High School                                   ,"Pearland, TX 77581-8978                      "
2019,IN,,46260,,Glenwood Senior High School                                 ,"Chatham, IL 62629-8083                       "
2019,VA,FAIRFAX COUNTY,20151,,Iowa City West High School                                  ,"Iowa City, IA 52246-3606                     "
2019,SC,,29666,,Myers Park High School                                      ,"Charlotte, NC 28209-1716                     "
2019,,,,VIETNAM,                                                            ,                                             
2019,MA,,1473,,Oakmont Regional High School                                ,"Ashburnham, MA 01430-1670                    "
2019,AL,,36608,,Saint Pauls Episcopal School                                ,"Mobile, AL 36608-1301                        "
2019,OH,,43082,,Columbus Academy                                            ,"Gahanna, OH 43230-1724                       "
2019,IL,,61832,,                                                            ,                                             
2019,WV,,25312,,Capital High School                                         ,"Charleston, WV 25311-1007                    "
2019,VA,FAIRFAX COUNTY,22315,,Flint Hill School                                           ,"Oakton, VA 22124-2405                        "
2019,VA,SALEM CITY,24153,,Salem High School                                           ,"Salem, VA 24153-3202                         "
2019,NJ,,8515,,Northern Burlington County Region                           ,"Columbus, NJ 08022-2113                      "
2019,OH,,45069,,Saint Ursula Academy                                        ,"Cincinnati, OH 45206-2164                    "
2019,NJ,,7021,,Montclair Kimberley Academy                                 ,"Montclair, NJ 07042-2335                     "
2019,NJ,,8540,,Lawrenceville School                                        ,"Lawrenceville, NJ 08648-1600                 "
2019,GA,,30097,,Chattahoochee High School                                   ,"Alpharetta, GA 30022-6015                    "
2019,,,,MEXICO,Woodberry Forest School                                     ,"Woodberry For, VA 22989-8002                 "
2019,NC,,28409,,John T Hoggard High School                                  ,"Wilmington, NC 28403-6160                    "
2019,VA,LYNCHBURG CITY,24503,,Virginia Episcopal School                                   ,"Lynchburg, VA 24503-1146                     "
2019,VA,FAIRFAX COUNTY,20194,,Saint Stephen's And Saint Agnes S                           ,"Alexandria, VA 22304-1727                    "
2019,TN,,37160,,Holy Innocents Episcopal Sch                                ,"Atlanta, GA 30327-4338                       "
2019,TN,,37090,,Lebanon High School                                         ,"Lebanon, TN 37087-8321                       "
2019,NY,,10028,,Fordham Preparatory School                                  ,"Bronx, NY 10458-5149                         "
2019,NC,,28327,,Union Pines High School                                     ,"Cameron, NC 28326-7957                       "
2019,MI,,48036,,International Academy Of Macomb                             ,"Clinton Twp, MI 48038-1790                   "
2019,TX,,75205,,Greenwich High School                                       ,"Greenwich, CT 06830-4835                     "
2019,SC,,29072,,Sc Assoc Of Indp Home Schs                                  ,"Cayce, SC 29033                              "
2019,TN,,37221,,Harpeth Hall School                                         ,"Nashville, TN 37215-2216                     "
2019,MS,,38680,,Southaven High School                                       ,"Southaven, MS 38671-3936                     "
2019,NJ,,7924,,Pingry School                                               ,"Basking Ridge, NJ 07920-2709                 "
2019,NY,,10708,,Bronxville High School                                      ,"Bronxville, NY 10708-4829                    "
2019,TX,,75234,,The Hockaday School                                         ,"Dallas, TX 75229-2913                        "
2019,MD,,21210,,Garrison Forest School                                      ,"Owings Mills, MD 21117-4007                  "
2019,TN,,38401,,Columbia Central High School                                ,"Columbia, TN 38401-4605                      "
2019,PA,,19067,,Holy Ghost Preparatory School                               ,"Bensalem, PA 19020-5245                      "
2019,NJ,,8510,,Notre Dame High School                                      ,"Lawrenceville, NJ 08648-4207                 "
2019,IL,,60056,,Prospect High School                                        ,"Mt Prospect, IL 60056-1112                   "
2019,CA,,95959,,Nevada Union High School                                    ,"Grass Valley, CA 95945-5025                  "
2019,VA,SUFFOLK CITY,23436,,Nansemond-Suffolk Academy                                   ,"Suffolk, VA 23434-7206                       "
2019,MA,,1950,,Saint Johns Preparatory School                              ,"Danvers, MA 01923-1545                       "
2019,MD,,21117,,Garrison Forest School                                      ,"Owings Mills, MD 21117-4007                  "
2019,NY,,14223,,Nichols School                                              ,"Buffalo, NY 14216-3602                       "
2019,TN,,37814,,Morristown-Hamblen High School We                           ,"Morristown, TN 37813-5459                    "
2019,GA,,30067,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       "
2019,CA,,93619,,Floyd B Buchanan High School                                ,"Clovis, CA 93619-7600                        "
2019,NC,,27502,,Grace Christian School                                      ,"Raleigh, NC 27606-3324                       "
2019,CT,,6824,,Wilton High School                                          ,"Wilton, CT 06897-2006                        "
2019,NY,,10128,,Convent Of The Sacred Heart                                 ,"New York, NY 10128-0630                      "
2019,HI,,96740,,Stratton Mountain School                                    ,"S Londonderry, VT 05155-9252                 "
2019,OH,,43082,,Westerville North High School                               ,"Westerville, OH 43081-1000                   "
2019,NY,,10507,,Westminster School                                          ,"Simsbury, CT 06070-1812                      "
2019,TX,,77005,,Saint John's School                                         ,"Houston, TX 77019-5811                       "
2019,NC,,28207,,Woodberry Forest School                                     ,"Woodberry For, VA 22989-8002                 "
2019,IL,,60091,,New Trier Township High School                              ,"Winnetka, IL 60093-4238                      "
2019,CA,,90275,,Cate School                                                 ,"Carpinteria, CA 93013-3105                   "
2019,VA,HENRICO,23229,,Douglas S Freeman High School                               ,"Henrico, VA 23229                            "
2019,CT,,6854,,Brien McMahon High School                                   ,"Norwalk, CT 06854-4029                       "
2019,NY,,10580,,Rye High School                                             ,"Rye, NY 10580-3821                           "
2019,PA,,19067,,Pennsbury High School: East Campu                           ,"Fairless Hls, PA 19030-3115                  "
2019,IN,,46307,,The Culver Academies                                        ,"Culver, IN 46511-1234                        "
2019,AR,,72712,,Haas Hall Academy                                           ,"Fayetteville, AR 72703-3500                  "
2019,VA,VIRGINIA BEACH CITY,23451,,Princess Anne High School                                   ,"Virginia Bch, VA 23462-3107                  "
2019,TX,,77382,,John Cooper School the                                      ,"The Woodlands, TX 77381-4427                 "
2019,FL,,32210,,Episcopal School Of Jacksonville                            ,"Jacksonville, FL 32207-2121                  "
2019,GA,,30305,,The Westminster Schools                                     ,"Atlanta, GA 30327-2428                       "
2019,VA,LOUDOUN,20147,,Broad Run High School                                       ,"Ashburn, VA 20147-4710                       "
2019,VA,VIRGINIA BEACH CITY,23452,,Norfolk Academy                                             ,"Norfolk, VA 23502-5512                       "
2019,MD,,20736,,Northern High School                                        ,"Owings, MD 20736-9665                        "
2019,NJ,,7746,,Colts Neck High School                                      ,"Colts Neck, NJ 07722-1781                    "
2019,NY,,10065,,Riverdale Country School                                    ,"Bronx, NY 10471-2935                         "
2019,TN,,37069,,Ensworth High School                                        ,"Nashville, TN 37221-3601                     "
2019,VA,FAIRFAX COUNTY,22015,,Saint Stephen's And Saint Agnes S                           ,"Alexandria, VA 22304-1727                    "
2019,FL,,33455,,South Fork High School                                      ,"Stuart, FL 34997-2799                        "
2019,MO,,63017,,Saint Joseph Academy                                        ,"Saint Louis, MO 63131-3505                   "
2019,OH,,45242,,Cincinnati Country Day School                               ,"Cincinnati, OH 45243-2839                    "
2019,TX,,78659,,Bastrop High School                                         ,"Bastrop, TX 78602-2616                       "
2019,NC,,28226,,Charlotte Catholic High School                              ,"Charlotte, NC 28226-3934                     "
2019,MA,,2090,,Westwood High School                                        ,"Westwood, MA 02090-3608                      "
2019,OH,,45243,,Cincinnati Country Day School                               ,"Cincinnati, OH 45243-2839                    "
2019,GA,,30319,,Marist School                                               ,"Atlanta, GA 30319-5104                       "
2019,NC,,27613,,Millbrook High School                                       ,"Raleigh, NC 27615-7536                       "
2019,LA,,70433,,Saint Pauls School the                                      ,"Covington, LA 70433-3724                     "
2019,TX,,75205,,Episcopal School Of Dallas                                  ,"Dallas, TX 75229-6217                        "
2019,IL,,60045,,Lake Forest High School                                     ,"Lake Forest, IL 60045-1371                   "
2019,CA,,91377,,Westlake High School                                        ,"Westlake Vlg, CA 91362-3802                  "
2019,NY,,10708,,Bronxville High School                                      ,"Bronxville, NY 10708-4829                    "
2019,CT,,6807,,Greenwich High School                                       ,"Greenwich, CT 06830-4835                     "
2019,MI,,48038,,Chippewa Valley High School                                 ,"Clinton Twp, MI 48038-1204                   "
2019,PA,,16505,,Mercyhurst Preparatory School                               ,"Erie, PA 16504-2606                          "
2019,VA,ORANGE,22972,,Episcopal High School                                       ,"Alexandria, VA 22302-3004                    "
2019,MO,,63122,,Visitation Academy                                          ,"Saint Louis, MO 63131-2316                   "
2019,MA,,2467,,Buckingham Browne And Nichols Sch                           ,"Cambridge, MA 02138-5504                     "
2019,MD,,21046,,Mount Saint Joseph High School                              ,"Baltimore, MD 21229-4102                     "
2019,WV,,25314,,George Washington High School                               ,"Charleston, WV 25314-2342                    "
2019,NJ,,7090,,Westfield High School                                       ,"Westfield, NJ 07090-3302                     "
2019,CA,,92082,,Valley Center High School                                   ,"Valley Center, CA 92082-3867                 "
2019,GA,,30534,,Greater Atlanta Christian Sch                               ,"Norcross, GA 30093-2614                      "
2019,PA,,19002,,Germantown Academy                                          ,"Ft Washington, PA 19034-2004                 "
2019,SC,,29206,,A C Flora High School                                       ,"Forest Acres, SC 29204                       "
2019,FL,,33647,,Wharton High School                                         ,"Tampa, FL 33647-2482                         "
2019,NJ,,7661,,River Dell Regional Hs                                      ,"Oradell, NJ 07649-2512                       "
2019,MA,,1564,,Gould Academy                                               ,"Bethel, ME 04217-0860                        "
2019,NY,,11725,,Saint Anthonys High School                                  ,"Huntingtn Sta, NY 11747-1363                 "
2019,TX,,75205,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        "
2019,GA,,31522,,Frederica Academy                                           ,"St Simons Is, GA 31522-1634                  "
2019,SC,,29209,,Heathwood Hall Episcopal Sch                                ,"Columbia, SC 29201-5130                      "
2019,NJ,,7901,,Summit High School                                          ,"Summit, NJ 07901-4704                        "
2019,TX,,77070,,Tomball Memorial High School                                ,"Tomball, TX 77377-5889                       "
2019,GA,,30126,,Whitefield Academy                                          ,"Mableton, GA 30126-5236                      "
2019,OH,,44718,,Jackson High School                                         ,"Massillon, OH 44646-9393                     "
2019,CO,,80234,,Academy Of Charter Schools                                  ,"Westminster, CO 80031-5097                   "
2019,TX,,75703,,Missouri Academy (MASMC)                                    ,"Maryville, MO 64468-6015                     "
2019,TN,,37922,,Knoxville Catholic High School                              ,"Knoxville, TN 37923-2809                     "
2019,NC,,27612,,Needham B Broughton High Sch                                ,"Raleigh, NC 27605-1424                       "
2019,GA,,30052,,                                                            ,                                             
2019,NY,,10533,,Irvington High School                                       ,"Irvington, NY 10533-1317                     "
2019,NY,,11739,,Saint Anthonys High School                                  ,"Huntingtn Sta, NY 11747-1363                 "
2019,NC,,28207,,Charlotte Country Day School                                ,"Charlotte, NC 28226-5012                     "
2019,NC,,27350,,Southwestern Randolph High Sch                              ,"Asheboro, NC 27205-1791                      "
2019,,,,UNITED KINGDOM,                                                            ,                                             
2019,NC,,28075,,Cannon School                                               ,"Concord, NC 28027-7575                       "
2019,SC,,29206,,A C Flora High School                                       ,"Forest Acres, SC 29204                       "
2019,AR,,72207,,Episcopal Collegiate School                                 ,"Little Rock, AR 72201-1111                   "
2019,CA,,91377,,Oak Park High School                                        ,"Oak Park, CA 91377-3904                      "
2019,TX,,75248,,The Hockaday School                                         ,"Dallas, TX 75229-2913                        "
2019,,,,BANGLADESH,Home School Clearinghouse (Intern                           ,"New York, NY 10023                           "
2019,WV,,25015,,Charleston Catholic High Sch                                ,"Charleston, WV 25301-2831                    "
2019,WI,,53024,,Divine Savior-Holy Angels H S                               ,"Milwaukee, WI 53222-1313                     "
2019,VA,GLOUCESTER,23061,,Gloucester High School                                      ,"Gloucester, VA 23061-4410                    "
2019,VA,PRINCE GEORGE,23842,,Walsingham Academy                                          ,"Williamsburg, VA 23185-3316                  "
2019,WI,,54180,,Wrightstown High School                                     ,"Wrightstown, WI 54180-1134                   "
2019,VA,HENRICO,23233,,Mills E Godwin High School                                  ,"Henrico, VA 23238-3505                       "
2019,TX,,75214,,"Bishop Lynch High School, Incorpo                           ","Dallas, TX 75228-3818                        "
2019,PA,,19087,,Conestoga High School                                       ,"Berwyn, PA 19312-1260                        "
2019,CT,,6897,,Wilton High School                                          ,"Wilton, CT 06897-2006                        "
2019,NY,,12549,,Emma Willard School                                         ,"Troy, NY 12180-5238                          "
2019,NC,,27526,,North Raleigh Christian Acad                                ,"Raleigh, NC 27616-6440                       "
2019,TX,,78108,,Samuel Clemens High School                                  ,"Schertz, TX 78154-2032                       "
2019,VA,HENRICO,23059,,Mills E Godwin High School                                  ,"Henrico, VA 23238-3505                       "
2019,NY,,11704,,Saint Anthonys High School                                  ,"Huntingtn Sta, NY 11747-1363                 "
2019,TX,,75209,,Episcopal School Of Dallas                                  ,"Dallas, TX 75229-6217                        "
2019,CA,,91030,,Los Angeles County High School fo                           ,"Los Angeles, CA 90032-4226                   "
2019,AL,,35213,,Mountain Brook High School                                  ,"Mountain Brk, AL 35223-1420                  "
2019,VA,FAIRFAX COUNTY,22102,,Holton Arms School                                          ,"Bethesda, MD 20817-4640                      "
2019,GA,,30305,,North Atlanta High School                                   ,"Atlanta, GA 30327-3015                       "
2019,OH,,44011,,Avon High School                                            ,"Avon, OH 44011-2133                          "
2019,,,,JAPAN,                                                            ,                                             
2019,,,,REP OF KOREA-SOUTH,Village Academy Upper School                                ,"Powell, OH 43065-7616                        "
2019,VA,RICHMOND CITY,23226,,Saint Catherines School                                     ,"Richmond, VA 23226-2603                      "
2019,MA,,1420,,St Bernard's High School                                    ,"Fitchburg, MA 01420-5828                     "
2019,FL,,32312,,Maclay School                                               ,"Tallahassee, FL 32312-1110                   "
2019,CT,,6897,,Wilton High School                                          ,"Wilton, CT 06897-2006                        "
2019,MI,,48301,,Seaholm High School                                         ,"Birmingham, MI 48009-1876                    "
2019,MI,,48306,,Rochester Adams High School                                 ,"Rochester Hls, MI 48306-3734                 "
2019,FL,,34102,,Bedford High School                                         ,"Bedford, NH 03110-5530                       "
2019,NC,,28211,,Charlotte Country Day School                                ,"Charlotte, NC 28226-5012                     "
2019,MA,,1505,,Bancroft School                                             ,"Worcester, MA 01605-3117                     "
2019,OH,,44023,,Hawken School                                               ,"Gates Mills, OH 44040-8002                   "
2019,MD,,21146,,Severna Park Senior High Sch                                ,"Severna Park, MD 21146-2899                  "
2019,NY,,11050,,Paul D Schreiber Senior High Scho                           ,"Prt Washingtn, NY 11050-3718                 "
2019,MD,,21093,,Friends School Of Baltimore                                 ,"Baltimore, MD 21210-2021                     "
2019,VA,LYNCHBURG CITY,24503,,E C Glass High School                                       ,"Lynchburg, VA 24501-5501                     "
2019,NY,,10577,,Solomon Schechter School of Westc                           ,"Hartsdale, NY 10530-1009                     "
2019,NY,,11229,,Millennium Brooklyn High School                             ,"Brooklyn, NY 11215-3405                      "
2019,VA,FAIRFAX COUNTY,22310,,Oakcrest School For Girls                                   ,"McLean, VA 22101-1546                        "
2019,OH,,44139,,Solon High School                                           ,"Solon, OH 44139-4132                         "
2019,OH,,44333,,Revere High School                                          ,"Richfield, OH 44286-9711                     "
2019,VA,FAIRFAX COUNTY,22181,,Brussels American High School - D                           ,"APO, AE 09714-8100                           "
2019,MD,,21204,,Boys' Latin School Of Maryland                              ,"Baltimore, MD 21210-1241                     "
2019,MI,,48084,,Richard Montgomery High School                              ,"Rockville, MD 20852-1147                     "
2019,MA,,1970,,Masconomet Regional High Sch                                ,"Topsfield, MA 01983-2013                     "
2019,,,,ARGENTINA,Holy Trinity College                                        ,                                             
2019,SC,,29307,,                                                            ,                                             
2019,CA,,93110,,Laguna Blanca School                                        ,"Santa Barbara, CA 93110-2146                 "
2019,WA,,98155,,Shorecrest High School                                      ,"Shoreline, WA 98155-7321                     "
2019,GA,,30305,,Lovett School                                               ,"Atlanta, GA 30327-3009                       "
2019,GA,,30327,,Lovett School                                               ,"Atlanta, GA 30327-3009                       "
2019,CA,,95819,,Urbana High School                                          ,"Ijamsville, MD 21754-9416                    "
2019,MD,,21769,,Saint James School                                          ,"Hagerstown, MD 21740-1707                    "
2019,WV,,25314,,George Washington High School                               ,"Charleston, WV 25314-2342                    "
2019,MD,,21663,,McDonogh School                                             ,"Owings Mills, MD 21117-1009                  "
2019,VA,SPOTSYLVANIA,22407,,Chancellor High School                                      ,"Fredericksbrg, VA 22407-6363                 "
2019,PA,,15330,,Ringgold High School                                        ,"Monongahela, PA 15063-3004                   "
2019,SC,,29902,,South Carolina Connections Academ                           ,"Columbia, SC 29210-8018                      "
2019,NJ,,7307,,Mcnair Academic High School                                 ,"Jersey City, NJ 07302-1917                   "
2019,TX,,77380,,Duchesne Academy Of The Sacred He                           ,"Houston, TX 77024-3213                       "
2019,NC,,28211,,Myers Park High School                                      ,"Charlotte, NC 28209-1716                     "
2019,NC,,28277,,Charlotte Catholic High School                              ,"Charlotte, NC 28226-3934                     "
2019,MD,,20690,,Leonardtown High School                                     ,"Leonardtown, MD 20650-4104                   "
2019,FL,,33193,,Coral Reef Senior High School                               ,"Miami, FL 33157-1603                         "
2019,NC,,28403,,Cape Fear Academy                                           ,"Wilmington, NC 28412-2009                    "
2019,TX,,75093,,Ursuline Academy of Dallas                                  ,"Dallas, TX 75229-6542                        "
2019,VA,HENRICO,23233,,                                                            ,                                             
2019,SC,,29063,,SC Governor School Science And Ma                           ,"Hartsville, SC 29550-4326                    "
2019,TX,,77019,,Episcopal High School                                       ,"Bellaire, TX 77401-3002                      "
2019,MA,,1810,,Andover High School                                         ,"Andover, MA 01810-2910                       "
2019,LA,,70115,,Louise S McGehee School                                     ,"New Orleans, LA 70130-5805                   "
2019,TX,,76226,,Liberty Christian School                                    ,"Argyle, TX 76226-7744                        "
2019,CT,,6840,,St Luke's School                                            ,"New Canaan, CT 06840-2317                    "
2019,NJ,,7836,,Mount Olive High School                                     ,"Flanders, NJ 07836-9617                      "
2019,VA,ROCKBRIDGE,24450,,Naperville North High School                                ,"Naperville, IL 60563-2909                    "
2019,TX,,75225,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        "
2019,NV,,89511,,The Davidson Academy Of Nevada                              ,"Reno, NV 89507-9119                          "
2019,FL,,33611,,Jesuit High School                                          ,"Tampa, FL 33614-6613                         "
2019,GA,,30045,,                                                            ,                                             
2019,GA,,30045,,                                                            ,                                             
2019,WI,,53029,,Arrowhead Union High School                                 ,"Hartland, WI 53029-1105                      "
2019,CA,,92672,,Houston High School                                         ,"Germantown, TN 38139-5557                    "
2019,,,,CHINA,The Covenant School                                         ,"Charlottesvle, VA 22902-6692                 "
2019,,,,BRIT COLUMBIA CANADA,Woodberry Forest School                                     ,"Woodberry For, VA 22989-8002                 "
2019,LA,,70809,,University Laboratory School of L                           ,"Baton Rouge, LA 70803-0001                   "
2019,IL,,60048,,                                                            ,                                             
2019,WA,,98110,,La Pietra-Hawaii Sch for Girls                              ,"Honolulu, HI 96815-4740                      "
2019,NC,,27518,,Ravenscroft School                                          ,"Raleigh, NC 27615-5374                       "
2019,NJ,,7901,,Saint Peter's Preparatory School                            ,"Jersey City, NJ 07302-4431                   "
2019,AR,,72211,,Little Rock Central High School                             ,"Little Rock, AR 72202-5843                   "
2019,NC,,28207,,Charlotte Latin School                                      ,"Charlotte, NC 28277-8695                     "
2019,CA,,94939,,                                                            ,                                             
2019,OH,,43212,,Upper Arlington High School                                 ,"Upper Arlngtn, OH 43221-2962                 "
2019,KY,,40383,,Sayre School                                                ,"Lexington, KY 40507-1121                     "
2019,IL,,61701,,Central Catholic High School                                ,"Bloomington, IL 61704-2534                   "
2019,,,,BRAZIL,                                                            ,                                             
2019,SC,,29649,,                                                            ,                                             
2019,MA,,2093,,Princeton High School                                       ,"Princeton, IL 61356-1843                     "
2019,MD,,21050,,Fallston High School                                        ,"Fallston, MD 21047-1839                      "
2019,AL,,36608,,Saint Pauls Episcopal School                                ,"Mobile, AL 36608-1301                        "
2019,CT,,6820,,Darien High School                                          ,"Darien, CT 06820-3331                        "
2019,FL,,33185,,Westminster Christian School                                ,"Palmetto Bay, FL 33157-2623                  "
2019,NJ,,8085,,Tower Hill School                                           ,"Wilmington, DE 19806-1112                    "
2019,VA,FLUVANNA,22963,,The Miller School Of Albemarle                              ,"Charlottesvle, VA 22903-7527                 "
2019,PA,,18036,,Southern Lehigh High School                                 ,"Center Valley, PA 18034-8760                 "
2019,VA,LEXINGTON CITY,24450,,                                                            ,                                             
2019,CT,,6890,,Fairfield Ludlowe High School                               ,"Fairfield, CT 06824-5061                     "
2019,ME,,4043,,                                                            ,                                             
2019,NJ,,8087,,Pinelands Regional High School                              ,"Ltl Egg Hbr, NJ 08087-3909                   "
2019,NC,,27608,,Needham B Broughton High Sch                                ,"Raleigh, NC 27605-1424                       "
2019,MI,,48066,,Roseville High School                                       ,"Roseville, MI 48066-4659                     "
2019,IA,,52349,,                                                            ,                                             
2019,CO,,80516,,Peak To Peak Charter School                                 ,"Lafayette, CO 80026-2146                     "
2019,KY,,40502,,Lexington Christian Academy                                 ,"Lexington, KY 40503-3555                     "
2019,MD,,21093,,Rockhurst High School                                       ,"Kansas City, MO 64114-3235                   "
2019,TN,,38111,,Memphis University School                                   ,"Memphis, TN 38119-5305                       "
2019,TX,,75205,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        "
2019,NC,,27514,,Trinity School Of Durham And Chap                           ,"Durham, NC 27705-5335                        "
2019,CA,,90212,,Beverly Hills High School                                   ,"Beverly Hills, CA 90212-3639                 "
2019,NY,,10069,,Convent Of The Sacred Heart                                 ,"New York, NY 10128-0630                      "
2019,MA,,1772,,Home School Clearinghouse (Intern                           ,"New York, NY 10023                           "
2019,CA,,94949,,San Domenico School                                         ,"San Anselmo, CA 94960-1057                   "
2019,VA,FAIRFAX COUNTY,22032,,James W Robinson Junior Secondary                           ,"Fairfax, VA 22032-2637                       "
2019,VA,PRINCE WILLIAM,20112,,Forest Park High School                                     ,"Woodbridge, VA 22193-3180                    "
2019,MA,,1913,,Amesbury High School                                        ,"Amesbury, MA 01913-2215                      "
2019,TN,,37221,,Wilton High School                                          ,"Wilton, CT 06897-2006                        "
2019,AL,,35226,,Briarwood Christian School                                  ,"Birmingham, AL 35242-4915                    "
2019,TX,,75205,,Highland Park High School                                   ,"Dallas, TX 75205-1070                        "
2019,AL,,35223,,                                                            ,                                             
2019,WY,,82435,,Powell High School                                          ,"Powell, WY 82435-2730                        "
2019,NJ,,8520,,Millburn High School                                        ,"Millburn, NJ 07041-1368                      "
2019,SC,,29209,,Heathwood Hall Episcopal Sch                                ,"Columbia, SC 29201-5130                      "
2019,,,,JAPAN,Tokyo Gakugei University Internat                           ,                                             
2019,NY,,10065,,St Paul's School                                            ,"Concord, NH 03301-2552                       "
2019,RI,,2864,,Mount Saint Charles Academy                                 ,"Woonsocket, RI 02895-5508                    "
2019,LA,,70118,,Jesuit High School                                          ,"New Orleans, LA 70119-6811                   "
2019,MD,,21742,,Mercersburg Academy                                         ,"Mercersburg, PA 17236-1550                   "
2019,SC,,29206,,Hammond School                                              ,"Columbia, SC 29209-2037                      "
2019,PA,,16875,,The Grier School                                            ,"Tyrone, PA 16686-0308                        "
2019,NJ,,8801,,North Hunterdon High School                                 ,"Annandale, NJ 08801-3117                     "
2019,NJ,,7069,,Watchung Hills Regional Hs                                  ,"Warren, NJ 07059-5772                        "
2019,VA,FAIRFAX COUNTY,20120,,Westfield High School                                       ,"Chantilly, VA 20151-1716                     "
2019,MD,,21030,,McDonogh School                                             ,"Owings Mills, MD 21117-1009                  "
2019,NC,,27410,,Bishop Mcguinness Catholic Hs                               ,"Kernersville, NC 27284-3707                  "
2019,VA,VIRGINIA BEACH CITY,23454,,Frank W Cox High School                                     ,"Virginia Bch, VA 23454-1749                  "
2019,,,,NEPAL,Rato Bangala School                                         ,                                             
2019,MA,,2481,,Saint Sebastians School                                     ,"Needham, MA 02492-4727                       "
2019,NJ,,7030,,Summit High School                                          ,"Summit, NJ 07901-4704                        "
2019,AL,,36111,,Montgomery Academy                                          ,"Montgomery, AL 36106-2736                    "
2019,GA,,30305,,Episcopal School Of Jacksonville                            ,"Jacksonville, FL 32207-2121                  "
2019,FL,,33157,,Coral Reef Senior High School                               ,"Miami, FL 33157-1603                         "
2019,FL,,33704,,Canterbury School Of Florida                                ,"St Petersburg, FL 33702-7611                 "
2019,OH,,43209,,Bishop Hartley High School                                  ,"Columbus, OH 43227-1914                      "
2019,WV,,24739,,Princeton Senior High School                                ,"Princeton, WV 24740-2467                     "
2019,WV,,24739,,Princeton Senior High School                                ,"Princeton, WV 24740-2467                     "
2019,VA,LEXINGTON CITY,24450,,Brien McMahon High School                                   ,"Norwalk, CT 06854-4029                       "
2019,FL,,32308,,Maclay School                                               ,"Tallahassee, FL 32312-1110                   "
2019,TX,,76571,,Salado High School                                          ,"Salado, TX 76571-0098                        "
