Class,Sex,Degree1,Major1,Major2,Minor1,Minor2,Johnson Scholar,Social Org,Varsity sport1           ,Varsity sport2           ,Varsity sport3           ,Home State,Virginia County,Home Zip,Home Country,High School Attended                                        ,High School  CSZ                             
2022,F,BA,UNDEC,,,,,Kappa Alpha Theta,Vars Field Hockey        ,                         ,                         ,PA,,19363,,Padua Academy                                               ,"Wilmington, DE 19806-4527                    "
2022,F,BA,UNDEC,,,,,Chi Omega,                         ,                         ,                         ,AL,,36532,,Bayside Academy                                             ,"Daphne, AL 36526-4484                        "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,MD,,21228,,Marriotts Ridge High School                                 ,"Marriottsville, MD 21104                     "
2022,M,BA,UNDEC,,,,,Phi Gamma Delta,                         ,                         ,                         ,TX,,75209,,Episcopal School Of Dallas                                  ,"Dallas, TX 75229-6217                        "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,SC,,29209,,A C Flora High School                                       ,"Forest Acres, SC 29204                       "
2022,M,BA,UNDEC,,,,,Phi Zeta Delta,Vars Soccer              ,                         ,                         ,VA,ROANOKE CITY,24015,,Patrick Henry High School                                   ,"Roanoke, VA 24015-3528                       "
2022,M,BA,UNDEC,,,,JOHNSON,Lambda Chi Alpha,                         ,                         ,                         ,AZ,,86305,,Basis Prescott                                              ,"Prescott, AZ 86301-7806                      "
2022,F,BA,UNDEC,,,,,Kappa Kappa Gamma,                         ,                         ,                         ,TN,,37215,,Harpeth Hall School                                         ,"Nashville, TN 37215-2216                     "
2022,M,BA,UNDEC,,,,,Lambda Chi Alpha,                         ,                         ,                         ,AL,,36111,,Montgomery Academy                                          ,"Montgomery, AL 36106-2736                    "
2022,M,BA,UNDEC,,,,,Chi Psi,Vars Football            ,                         ,                         ,TX,,77024,,Kinkaid School                                              ,"Houston, TX 77024-7504                       "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,GA,,30058,,Chamblee High School                                        ,"Chamblee, GA 30341-2143                      "
2022,M,BA,UNDEC,,,,JOHNSON,Independent,                         ,                         ,                         ,,,,PAKISTAN,Aitchison College                                           ,                                             
2022,F,BA,UNDEC,,,,,Pi Beta Phi,                         ,                         ,                         ,NY,,11786,,Shoreham-Wading River High Sch                              ,"Shoreham, NY 11786-9745                      "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,VA,FREDERICKSBURG CITY,22401,,James Monroe High School                                    ,"Fredericksburg, VA 22401-3340                "
2022,F,BA,UNDEC,,,,,Kappa Kappa Gamma,                         ,                         ,                         ,LA,,70118,,Metairie Park Country Day Sch                               ,"Metairie, LA 70005-4142                      "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,NC,,27527,,                                                            ,                                             
2022,M,BA,UNDEC,,,,,Chi Psi,                         ,                         ,                         ,TX,,77005,,Saint John's School                                         ,"Houston, TX 77019-5811                       "
2022,F,BA,UNDEC,,,,,Pi Beta Phi,                         ,                         ,                         ,MA,,2324,,West Bridgewater High School                                ,"West Bridgewater, MA 02379-1614              "
2022,F,BA,UNDEC,,,,,Independent,                         ,                         ,                         ,FL,,32034,,Fernandina Beach High School                                ,"Fernandina Beach, FL 32034-2741              "
2022,F,BA,UNDEC,,,,,Pi Beta Phi,                         ,                         ,                         ,TX,,78852,,Eagle Pass High School                                      ,"Eagle Pass, TX 78852                         "
2022,M,BA,UNDEC,,,,,Chi Psi,                         ,                         ,                         ,TX,,78256,,Central Catholic High School                                ,"San Antonio, TX 78215-1785                   "
2022,F,BA,UNDEC,,,,,Alpha Delta Pi,                         ,                         ,                         ,TX,,77005,,Saint John's School                                         ,"Houston, TX 77019-5811                       "
2022,F,BA,UNDEC,,,,JOHNSON,Kappa Alpha Theta,                         ,                         ,                         ,AL,,35244,,Westminster School At Oak Mt                                ,"Birmingham, AL 35242                         "
2022,F,BA,UNDEC,,,,,Independent,Vars Cross Country       ,Vars Track/Field In      ,Vars Track/Field Out     ,PA,,17078,,Palmyra Area High School                                    ,"Palmyra, PA 17078-3447                       "
2022,M,BA,UNDEC,,,,,Kappa Sigma,Vars Lacrosse            ,                         ,                         ,NC,,28204,,Charlotte Catholic High School                              ,"Charlotte, NC 28226-3934                     "
